index, path, x, y, parent, type, sourceId, targetId, value
15, 2, 1344, 692.4696745562129, 15, node, "Envelopes" , "Envelopes", 695
15, 3, 1154, 692.4696745562129, 15, node, "Envelopes" , "Envelopes", 695
16, 0, 1154, 0, 16, node, "Binders" , "Binders", 2835
16, 1, 1344, 0, 16, node, "Binders" , "Binders", 2835
16, 2, 1344, 131.58006656804724, 16, node, "Binders" , "Binders", 2835
16, 3, 1154, 131.58006656804724, 16, node, "Binders" , "Binders", 2835
17, 0, 1154, 133.58006656804724, 17, node, "Art" , "Art", 2229
17, 1, 1344, 133.58006656804724, 17, node, "Art" , "Art", 2229
17, 2, 1344, 237.034023668639, 17, node, "Art" , "Art", 2229
17, 3, 1154, 237.034023668639, 17, node, "Art" , "Art", 2229
18, 0, 1154, 587.197115384615, 18, node, "Appliances" , "Appliances", 777
18, 1, 1344, 587.197115384615, 18, node, "Appliances" , "Appliances", 777
18, 2, 1344, 623.2598002958576, 18, node, "Appliances" , "Appliances", 777
18, 3, 1154, 623.2598002958576, 18, node, "Appliances" , "Appliances", 777
0, 0, 190, 379.8459689349113, 0, link, EU, EU Off. Supplies, 6583
0,56, 190, 685.3809171597634, 0, link, EU, EU Off. Supplies, 6583
0, 1, 198.9300651550293, 379.5706594328909, 0, link, EU, EU Off. Supplies, 6583
0,55, 198.9300651550293, 685.105607657743, 0, link, EU, EU Off. Supplies, 6583
0, 2, 215.97528457641602, 377.4203473223737, 0, link, EU, EU Off. Supplies, 6583
0,54, 215.97528457641602, 682.9552955472258, 0, link, EU, EU Off. Supplies, 6583
0, 3, 231.9930076599121, 373.25303086021256, 0, link, EU, EU Off. Supplies, 6583
0,53, 231.9930076599121, 678.7879790850646, 0, link, EU, EU Off. Supplies, 6583
0, 4, 247.05409622192383, 367.2078137947965, 0, link, EU, EU Off. Supplies, 6583
0,52, 247.05409622192383, 672.7427620196486, 0, link, EU, EU Off. Supplies, 6583
0, 5, 261.2294120788574, 359.42379987451454, 0, link, EU, EU Off. Supplies, 6583
0,51, 261.2294120788574, 664.9587480993666, 0, link, EU, EU Off. Supplies, 6583
0, 6, 274.58981704711914, 350.04009284775645, 0, link, EU, EU Off. Supplies, 6583
0,50, 274.58981704711914, 655.5750410726085, 0, link, EU, EU Off. Supplies, 6583
0, 7, 287.20617294311523, 339.19579646291123, 0, link, EU, EU Off. Supplies, 6583
0,49, 287.20617294311523, 644.7307446877633, 0, link, EU, EU Off. Supplies, 6583
0, 8, 299.14934158325195, 327.0300144683681, 0, link, EU, EU Off. Supplies, 6583
0,48, 299.14934158325195, 632.5649626932202, 0, link, EU, EU Off. Supplies, 6583
0, 9, 310.49018478393555, 313.6818506125163, 0, link, EU, EU Off. Supplies, 6583
0,47, 310.49018478393555, 619.2167988373684, 0, link, EU, EU Off. Supplies, 6583
0, 10, 321.29956436157227, 299.29040864374514, 0, link, EU, EU Off. Supplies, 6583
0,46, 321.29956436157227, 604.8253568685973, 0, link, EU, EU Off. Supplies, 6583
0, 11, 336.6721496582031, 276.0513886784661, 0, link, EU, EU Off. Supplies, 6583
0,45, 336.6721496582031, 581.5863369033182, 0, link, EU, EU Off. Supplies, 6583
0, 12, 355.9701843261719, 242.7128569811759, 0, link, EU, EU Off. Supplies, 6583
0,44, 355.9701843261719, 548.247805206028, 0, link, EU, EU Off. Supplies, 6583
0, 13, 374.4178771972656, 207.70508030321474, 0, link, EU, EU Off. Supplies, 6583
0,43, 374.4178771972656, 513.2400285280669, 0, link, EU, EU Off. Supplies, 6583
0, 14, 392.5821228027344, 172.14088863169655, 0, link, EU, EU Off. Supplies, 6583
0,42, 392.5821228027344, 477.67583685654864, 0, link, EU, EU Off. Supplies, 6583
0, 15, 411.0298156738281, 137.1331119537354, 0, link, EU, EU Off. Supplies, 6583
0,41, 411.0298156738281, 442.6680601785875, 0, link, EU, EU Off. Supplies, 6583
0, 16, 430.3278503417969, 103.79458025644522, 0, link, EU, EU Off. Supplies, 6583
0,40, 430.3278503417969, 409.3295284812973, 0, link, EU, EU Off. Supplies, 6583
0, 17, 445.70043563842773, 80.55556029116616, 0, link, EU, EU Off. Supplies, 6583
0,39, 445.70043563842773, 386.09050851601825, 0, link, EU, EU Off. Supplies, 6583
0, 18, 456.50981521606445, 66.16411832239504, 0, link, EU, EU Off. Supplies, 6583
0,38, 456.50981521606445, 371.6990665472471, 0, link, EU, EU Off. Supplies, 6583
0, 19, 467.85065841674805, 52.815954466543246, 0, link, EU, EU Off. Supplies, 6583
0,37, 467.85065841674805, 358.35090269139533, 0, link, EU, EU Off. Supplies, 6583
0, 20, 479.79382705688477, 40.65017247200012, 0, link, EU, EU Off. Supplies, 6583
0,36, 479.79382705688477, 346.1851206968522, 0, link, EU, EU Off. Supplies, 6583
0, 21, 492.41018295288086, 29.80587608715487, 0, link, EU, EU Off. Supplies, 6583
0,35, 492.41018295288086, 335.34082431200693, 0, link, EU, EU Off. Supplies, 6583
0, 22, 505.7705879211426, 20.422169060396698, 0, link, EU, EU Off. Supplies, 6583
0,34, 505.7705879211426, 325.9571172852488, 0, link, EU, EU Off. Supplies, 6583
0, 23, 519.9459037780762, 12.638155140114975, 0, link, EU, EU Off. Supplies, 6583
0,33, 519.9459037780762, 318.17310336496706, 0, link, EU, EU Off. Supplies, 6583
0, 24, 535.0069923400879, 6.592938074698793, 0, link, EU, EU Off. Supplies, 6583
0,32, 535.0069923400879, 312.1278862995509, 0, link, EU, EU Off. Supplies, 6583
0, 25, 551.024715423584, 2.425621612537526, 0, link, EU, EU Off. Supplies, 6583
0,31, 551.024715423584, 307.9605698373896, 0, link, EU, EU Off. Supplies, 6583
0, 26, 568.0699348449707, 0.2753095020203773, 0, link, EU, EU Off. Supplies, 6583
0,30, 568.0699348449707, 305.81025772687246, 0, link, EU, EU Off. Supplies, 6583
0, 27, 577, 0, 0, link, EU, EU Off. Supplies, 6583
0,29, 577, 305.5349482248521, 0, link, EU, EU Off. Supplies, 6583
1, 0, 190, 685.3809171597634, 0, link, EU, EU Furniture, 1500
1,12, 190, 755, 0, link, EU, EU Furniture, 1500
1, 1, 254.248046875, 685.5527921597634, 0, link, EU, EU Furniture, 1500
1,11, 254.248046875, 755.171875, 0, link, EU, EU Furniture, 1500
1, 2, 346.462890625, 686.6465421597634, 0, link, EU, EU Furniture, 1500
1,10, 346.462890625, 756.265625, 0, link, EU, EU Furniture, 1500
1, 3, 420.537109375, 688.1152921597634, 0, link, EU, EU Furniture, 1500
1,9, 420.537109375, 757.734375, 0, link, EU, EU Furniture, 1500
1, 4, 512.751953125, 689.2090421597634, 0, link, EU, EU Furniture, 1500
1,8, 512.751953125, 758.828125, 0, link, EU, EU Furniture, 1500
1, 5, 577, 689.3809171597634, 0, link, EU, EU Furniture, 1500
1,7, 577, 759, 0, link, EU, EU Furniture, 1500
2, 0, 190, 0, 3, link, US, US Off. Supplies, 6021
2,56, 190, 279.4509985207101, 3, link, US, US Off. Supplies, 6021
2, 1, 198.9300651550293, 0.22289901795471678, 3, link, US, US Off. Supplies, 6021
2,55, 198.9300651550293, 279.6738975386648, 3, link, US, US Off. Supplies, 6021
2, 2, 215.97528457641602, 1.963857663453723, 3, link, US, US Off. Supplies, 6021
2,54, 215.97528457641602, 281.4148561841638, 3, link, US, US Off. Supplies, 6021
2, 3, 231.9930076599121, 5.337844903652467, 3, link, US, US Off. Supplies, 6021
2,53, 231.9930076599121, 284.78884342436254, 3, link, US, US Off. Supplies, 6021
2, 4, 247.05409622192383, 10.232238076847665, 3, link, US, US Off. Supplies, 6021
2,52, 247.05409622192383, 289.68323659755777, 3, link, US, US Off. Supplies, 6021
2, 5, 261.2294120788574, 16.53441452133586, 3, link, US, US Off. Supplies, 6021
2,51, 261.2294120788574, 295.98541304204593, 3, link, US, US Off. Supplies, 6021
2, 6, 274.58981704711914, 24.131751575413546, 3, link, US, US Off. Supplies, 6021
2,50, 274.58981704711914, 303.5827500961236, 3, link, US, US Off. Supplies, 6021
2, 7, 287.20617294311523, 32.91162657737729, 3, link, US, US Off. Supplies, 6021
2,49, 287.20617294311523, 312.3626250980874, 3, link, US, US Off. Supplies, 6021
2, 8, 299.14934158325195, 42.76141686552373, 3, link, US, US Off. Supplies, 6021
2,48, 299.14934158325195, 322.21241538623383, 3, link, US, US Off. Supplies, 6021
2, 9, 310.49018478393555, 53.56849977814943, 3, link, US, US Off. Supplies, 6021
2,47, 310.49018478393555, 333.0194982988595, 3, link, US, US Off. Supplies, 6021
2, 10, 321.29956436157227, 65.22025265355083, 3, link, US, US Off. Supplies, 6021
2,46, 321.29956436157227, 344.6712511742609, 3, link, US, US Off. Supplies, 6021
2, 11, 336.6721496582031, 84.0352760743813, 3, link, US, US Off. Supplies, 6021
2,45, 336.6721496582031, 363.48627459509134, 3, link, US, US Off. Supplies, 6021
2, 12, 355.9701843261719, 111.02717399597168, 3, link, US, US Off. Supplies, 6021
2,44, 355.9701843261719, 390.47817251668175, 3, link, US, US Off. Supplies, 6021
2, 13, 374.4178771972656, 139.37054385800332, 3, link, US, US Off. Supplies, 6021
2,43, 374.4178771972656, 418.8215423787134, 3, link, US, US Off. Supplies, 6021
2, 14, 392.5821228027344, 168.16440436684877, 3, link, US, US Off. Supplies, 6021
2,42, 392.5821228027344, 447.61540288755884, 3, link, US, US Off. Supplies, 6021
2, 15, 411.0298156738281, 196.5077742288804, 3, link, US, US Off. Supplies, 6021
2,41, 411.0298156738281, 475.9587727495905, 3, link, US, US Off. Supplies, 6021
2, 16, 430.3278503417969, 223.49967215047076, 3, link, US, US Off. Supplies, 6021
2,40, 430.3278503417969, 502.95067067118083, 3, link, US, US Off. Supplies, 6021
2, 17, 445.70043563842773, 242.31469557130129, 3, link, US, US Off. Supplies, 6021
2,39, 445.70043563842773, 521.7656940920114, 3, link, US, US Off. Supplies, 6021
2, 18, 456.50981521606445, 253.96644844670266, 3, link, US, US Off. Supplies, 6021
2,38, 456.50981521606445, 533.4174469674127, 3, link, US, US Off. Supplies, 6021
2, 19, 467.85065841674805, 264.7735313593283, 3, link, US, US Off. Supplies, 6021
2,37, 467.85065841674805, 544.2245298800383, 3, link, US, US Off. Supplies, 6021
2, 20, 479.79382705688477, 274.6233216474747, 3, link, US, US Off. Supplies, 6021
2,36, 479.79382705688477, 554.0743201681848, 3, link, US, US Off. Supplies, 6021
2, 21, 492.41018295288086, 283.40319664943854, 3, link, US, US Off. Supplies, 6021
2,35, 492.41018295288086, 562.8541951701486, 3, link, US, US Off. Supplies, 6021
2, 22, 505.7705879211426, 291.0005337035162, 3, link, US, US Off. Supplies, 6021
2,34, 505.7705879211426, 570.4515322242263, 3, link, US, US Off. Supplies, 6021
2, 23, 519.9459037780762, 297.3027101480044, 3, link, US, US Off. Supplies, 6021
2,33, 519.9459037780762, 576.7537086687145, 3, link, US, US Off. Supplies, 6021
2, 24, 535.0069923400879, 302.1971033211996, 3, link, US, US Off. Supplies, 6021
2,32, 535.0069923400879, 581.6481018419097, 3, link, US, US Off. Supplies, 6021
2, 25, 551.024715423584, 305.5710905613984, 3, link, US, US Off. Supplies, 6021
2,31, 551.024715423584, 585.0220890821086, 3, link, US, US Off. Supplies, 6021
2, 26, 568.0699348449707, 307.31204920689737, 3, link, US, US Off. Supplies, 6021
2,30, 568.0699348449707, 586.7630477276075, 3, link, US, US Off. Supplies, 6021
2, 27, 577, 307.5349482248521, 3, link, US, US Off. Supplies, 6021
2,29, 577, 586.9859467455622, 3, link, US, US Off. Supplies, 6021
3, 0, 190, 279.4509985207101, 3, link, US, US Furniture, 2120
3,56, 190, 377.8459689349113, 3, link, US, US Furniture, 2120
3, 1, 198.9300651550293, 279.6753471236257, 3, link, US, US Furniture, 2120
3,55, 198.9300651550293, 378.07031753782695, 3, link, US, US Furniture, 2120
3, 2, 215.97528457641602, 281.42762779060905, 3, link, US, US Furniture, 2120
3,54, 215.97528457641602, 379.8225982048103, 3, link, US, US Furniture, 2120
3, 3, 231.9930076599121, 284.8235571694797, 3, link, US, US Furniture, 2120
3,53, 231.9930076599121, 383.21852758368095, 3, link, US, US Furniture, 2120
3, 4, 247.05409622192383, 289.7497801766593, 3, link, US, US Furniture, 2120
3,52, 247.05409622192383, 388.14475059086055, 3, link, US, US Furniture, 2120
3, 5, 261.2294120788574, 296.0929417285694, 3, link, US, US Furniture, 2120
3,51, 261.2294120788574, 394.4879121427706, 3, link, US, US Furniture, 2120
3, 6, 274.58981704711914, 303.73968674163143, 3, link, US, US Furniture, 2120
3,50, 274.58981704711914, 402.13465715583266, 3, link, US, US Furniture, 2120
3, 7, 287.20617294311523, 312.57666013226714, 3, link, US, US Furniture, 2120
3,49, 287.20617294311523, 410.97163054646836, 3, link, US, US Furniture, 2120
3, 8, 299.14934158325195, 322.49050681689795, 3, link, US, US Furniture, 2120
3,48, 299.14934158325195, 420.8854772310992, 3, link, US, US Furniture, 2120
3, 9, 310.49018478393555, 333.36787171194544, 3, link, US, US Furniture, 2120
3,47, 310.49018478393555, 431.76284212614667, 3, link, US, US Furniture, 2120
3, 10, 321.29956436157227, 345.0953997338312, 3, link, US, US Furniture, 2120
3,46, 321.29956436157227, 443.4903701480324, 3, link, US, US Furniture, 2120
3, 11, 336.6721496582031, 364.0327833841539, 3, link, US, US Furniture, 2120
3,45, 336.6721496582031, 462.4277537983551, 3, link, US, US Furniture, 2120
3, 12, 355.9701843261719, 391.20021841511925, 3, link, US, US Furniture, 2120
3,44, 355.9701843261719, 489.5951888293205, 3, link, US, US Furniture, 2120
3, 13, 374.4178771972656, 419.7279144490259, 3, link, US, US Furniture, 2120
3,43, 374.4178771972656, 518.1228848632271, 3, link, US, US Furniture, 2120
3, 14, 392.5821228027344, 448.70903081724634, 3, link, US, US Furniture, 2120
3,42, 392.5821228027344, 547.1040012314476, 3, link, US, US Furniture, 2120
3, 15, 411.0298156738281, 477.236726851153, 3, link, US, US Furniture, 2120
3,41, 411.0298156738281, 575.6316972653542, 3, link, US, US Furniture, 2120
3, 16, 430.3278503417969, 504.4041618821185, 3, link, US, US Furniture, 2120
3,40, 430.3278503417969, 602.7991322963197, 3, link, US, US Furniture, 2120
3, 17, 445.70043563842773, 523.341545532441, 3, link, US, US Furniture, 2120
3,39, 445.70043563842773, 621.7365159466423, 3, link, US, US Furniture, 2120
3, 18, 456.50981521606445, 535.0690735543269, 3, link, US, US Furniture, 2120
3,38, 456.50981521606445, 633.4640439685281, 3, link, US, US Furniture, 2120
3, 19, 467.85065841674805, 545.9464384493746, 3, link, US, US Furniture, 2120
3,37, 467.85065841674805, 644.3414088635758, 3, link, US, US Furniture, 2120
3, 20, 479.79382705688477, 555.8602851340053, 3, link, US, US Furniture, 2120
3,36, 479.79382705688477, 654.2552555482065, 3, link, US, US Furniture, 2120
3, 21, 492.41018295288086, 564.6972585246408, 3, link, US, US Furniture, 2120
3,35, 492.41018295288086, 663.092228938842, 3, link, US, US Furniture, 2120
3, 22, 505.7705879211426, 572.3440035377031, 3, link, US, US Furniture, 2120
3,34, 505.7705879211426, 670.7389739519043, 3, link, US, US Furniture, 2120
3, 23, 519.9459037780762, 578.6871650896129, 3, link, US, US Furniture, 2120
3,33, 519.9459037780762, 677.0821355038141, 3, link, US, US Furniture, 2120
3, 24, 535.0069923400879, 583.6133880967925, 3, link, US, US Furniture, 2120
3,32, 535.0069923400879, 682.0083585109937, 3, link, US, US Furniture, 2120
3, 25, 551.024715423584, 587.0093174756631, 3, link, US, US Furniture, 2120
3,31, 551.024715423584, 685.4042878898643, 3, link, US, US Furniture, 2120
3, 26, 568.0699348449707, 588.7615981426466, 3, link, US, US Furniture, 2120
3,30, 568.0699348449707, 687.1565685568478, 3, link, US, US Furniture, 2120
3, 27, 577, 588.9859467455622, 3, link, US, US Furniture, 2120
3,29, 577, 687.3809171597634, 3, link, US, US Furniture, 2120
4, 0, 767, 732.3590976331361, 2, link, EU Furniture, Tables, 91
4,28, 767, 736.5826553254437, 2, link, EU Furniture, Tables, 91
4, 1, 784.5855407714844, 732.4750409436649, 2, link, EU Furniture, Tables, 91
4,27, 784.5855407714844, 736.6985986359725, 2, link, EU Furniture, Tables, 91
4, 2, 816.6387023925781, 733.3581836068417, 2, link, EU Furniture, Tables, 91
4,26, 816.6387023925781, 737.5817412991494, 2, link, EU Furniture, Tables, 91
4, 3, 845.0070495605469, 735.0109925016143, 2, link, EU Furniture, Tables, 91
4,25, 845.0070495605469, 739.2345501939219, 2, link, EU Furniture, Tables, 91
4, 4, 870.2574768066406, 737.3150574385061, 2, link, EU Furniture, Tables, 91
4,24, 870.2574768066406, 741.5386151308137, 2, link, EU Furniture, Tables, 91
4, 5, 903.527099609375, 741.7332376333384, 2, link, EU Furniture, Tables, 91
4,23, 903.527099609375, 745.956795325646, 2, link, EU Furniture, Tables, 91
4, 6, 942.264892578125, 748.798378938754, 2, link, EU Furniture, Tables, 91
4,22, 942.264892578125, 753.0219366310616, 2, link, EU Furniture, Tables, 91
4, 7, 978.735107421875, 756.3371610020745, 2, link, EU Furniture, Tables, 91
4,21, 978.735107421875, 760.5607186943821, 2, link, EU Furniture, Tables, 91
4, 8, 1017.472900390625, 763.4023023074901, 2, link, EU Furniture, Tables, 91
4,20, 1017.472900390625, 767.6258599997977, 2, link, EU Furniture, Tables, 91
4, 9, 1050.7425231933594, 767.8204825023222, 2, link, EU Furniture, Tables, 91
4,19, 1050.7425231933594, 772.0440401946298, 2, link, EU Furniture, Tables, 91
4, 10, 1075.9929504394531, 770.124547439214, 2, link, EU Furniture, Tables, 91
4,18, 1075.9929504394531, 774.3481051315216, 2, link, EU Furniture, Tables, 91
4, 11, 1104.3612976074219, 771.7773563339865, 2, link, EU Furniture, Tables, 91
4,17, 1104.3612976074219, 776.0009140262941, 2, link, EU Furniture, Tables, 91
4, 12, 1136.4144592285156, 772.6604989971635, 2, link, EU Furniture, Tables, 91
4,16, 1136.4144592285156, 776.8840566894711, 2, link, EU Furniture, Tables, 91
4, 13, 1154, 772.7764423076923, 2, link, EU Furniture, Tables, 91
4,15, 1154, 776.9999999999999, 2, link, EU Furniture, Tables, 91
5, 0, 767, 689.3809171597634, 2, link, EU Furniture, Furnishings, 461
5,52, 767, 710.7771819526629, 2, link, EU Furniture, Furnishings, 461
5, 1, 775.9300651550293, 689.223083277426, 2, link, EU Furniture, Furnishings, 461
5,51, 775.9300651550293, 710.6193480703255, 2, link, EU Furniture, Furnishings, 461
5, 2, 792.975284576416, 687.9903175859057, 2, link, EU Furniture, Furnishings, 461
5,50, 792.975284576416, 709.3865823788052, 2, link, EU Furniture, Furnishings, 461
5, 3, 808.9930076599121, 685.6012110301023, 2, link, EU Furniture, Furnishings, 461
5,49, 808.9930076599121, 706.9974758230018, 2, link, EU Furniture, Furnishings, 461
5, 4, 824.0540962219238, 682.1355112558286, 2, link, EU Furniture, Furnishings, 461
5,48, 824.0540962219238, 703.5317760487281, 2, link, EU Furniture, Furnishings, 461
5, 5, 838.2294120788574, 677.672965908897, 2, link, EU Furniture, Furnishings, 461
5,47, 838.2294120788574, 699.0692307017965, 2, link, EU Furniture, Furnishings, 461
5, 6, 851.5898170471191, 672.29332263512, 2, link, EU Furniture, Furnishings, 461
5,46, 851.5898170471191, 693.6895874280195, 2, link, EU Furniture, Furnishings, 461
5, 7, 864.2061729431152, 666.0763290803106, 2, link, EU Furniture, Furnishings, 461
5,45, 864.2061729431152, 687.4725938732101, 2, link, EU Furniture, Furnishings, 461
5, 8, 876.149341583252, 659.1017328902814, 2, link, EU Furniture, Furnishings, 461
5,44, 876.149341583252, 680.4979976831809, 2, link, EU Furniture, Furnishings, 461
5, 9, 892.9568786621094, 647.3937816394151, 2, link, EU Furniture, Furnishings, 461
5,43, 892.9568786621094, 668.7900464323146, 2, link, EU Furniture, Furnishings, 461
5, 10, 913.6721496582031, 629.8758821092414, 2, link, EU Furniture, Furnishings, 461
5,42, 913.6721496582031, 651.2721469021409, 2, link, EU Furniture, Furnishings, 461
5, 11, 932.9701843261719, 610.763029662815, 2, link, EU Furniture, Furnishings, 461
5,41, 932.9701843261719, 632.1592944557145, 2, link, EU Furniture, Furnishings, 461
5, 12, 951.4178771972656, 590.6932054666371, 2, link, EU Furniture, Furnishings, 461
5,40, 951.4178771972656, 612.0894702595366, 2, link, EU Furniture, Furnishings, 461
5, 13, 969.5821228027344, 570.3043906872089, 2, link, EU Furniture, Furnishings, 461
5,39, 969.5821228027344, 591.7006554801084, 2, link, EU Furniture, Furnishings, 461
5, 14, 988.0298156738281, 550.2345664910309, 2, link, EU Furniture, Furnishings, 461
5,38, 988.0298156738281, 571.6308312839304, 2, link, EU Furniture, Furnishings, 461
5, 15, 1007.3278503417969, 531.1217140446046, 2, link, EU Furniture, Furnishings, 461
5,37, 1007.3278503417969, 552.5179788375041, 2, link, EU Furniture, Furnishings, 461
5, 16, 1028.0431213378906, 513.6038145144308, 2, link, EU Furniture, Furnishings, 461
5,36, 1028.0431213378906, 535.0000793073303, 2, link, EU Furniture, Furnishings, 461
5, 17, 1044.850658416748, 501.89586326356465, 2, link, EU Furniture, Furnishings, 461
5,35, 1044.850658416748, 523.2921280564641, 2, link, EU Furniture, Furnishings, 461
5, 18, 1056.7938270568848, 494.92126707353526, 2, link, EU Furniture, Furnishings, 461
5,34, 1056.7938270568848, 516.3175318664347, 2, link, EU Furniture, Furnishings, 461
5, 19, 1069.4101829528809, 488.7042735187258, 2, link, EU Furniture, Furnishings, 461
5,33, 1069.4101829528809, 510.1005383116252, 2, link, EU Furniture, Furnishings, 461
5, 20, 1082.7705879211426, 483.32463024494905, 2, link, EU Furniture, Furnishings, 461
5,32, 1082.7705879211426, 504.72089503784844, 2, link, EU Furniture, Furnishings, 461
5, 21, 1096.9459037780762, 478.86208489801743, 2, link, EU Furniture, Furnishings, 461
5,31, 1096.9459037780762, 500.2583496909168, 2, link, EU Furniture, Furnishings, 461
5, 22, 1112.006992340088, 475.39638512374364, 2, link, EU Furniture, Furnishings, 461
5,30, 1112.006992340088, 496.79264991664303, 2, link, EU Furniture, Furnishings, 461
5, 23, 1128.024715423584, 473.00727856794043, 2, link, EU Furniture, Furnishings, 461
5,29, 1128.024715423584, 494.4035433608398, 2, link, EU Furniture, Furnishings, 461
5, 24, 1145.0699348449707, 471.77451287642015, 2, link, EU Furniture, Furnishings, 461
5,28, 1145.0699348449707, 493.17077766931953, 2, link, EU Furniture, Furnishings, 461
5, 25, 1154, 471.6166789940827, 2, link, EU Furniture, Furnishings, 461
5,27, 1154, 493.0129437869821, 2, link, EU Furniture, Furnishings, 461
6, 0, 767, 710.7771819526628, 2, link, EU Furniture, Chairs, 465
6,52, 767, 732.3590976331362, 2, link, EU Furniture, Chairs, 465
6, 1, 775.9300651550293, 710.6415532834432, 2, link, EU Furniture, Chairs, 465
6,51, 775.9300651550293, 732.2234689639166, 2, link, EU Furniture, Chairs, 465
